url	status	snapshot
https://www.cms.gov/newsroom/press-releases/trump-administration-announces-76-million-strengthen-regional-coordination-modernize-healthcare	spn 302, playback 200 https://web.archive.org/web/20260904174809/https://www.cms.gov/newsroom/press-releases/trump-administration-announces-76-million-strengthen-regional-coordination-modernize-healthcare
https://www.facebook.com/RepLangworthy/posts/pfbid0vWP5oviV7Di1HcrEoih8BcjEQnXP4fSWj1vfoYDrZQzUdaJVN8aJUVEmtjNRd2xNl	embed spn 302, playback 200	https://web.archive.org/web/20260904174508/https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FRepLangworthy%2Fposts%2Fpfbid0vWP5oviV7Di1HcrEoih8BcjEQnXP4fSWj1vfoYDrZQzUdaJVN8aJUVEmtjNRd2xNl
